Timestamp,UniqID,소속,학년,성별,1. 블랙보드 시스템에 전반적으로 만족하십니까?,2. 학기중 블랙보드에는 얼마나 자주 접속하십니까?,3. 학기중 블랙보드를 가장 많이 활용한 시간대는 언제입니까?,4. 학기 중 블랙보드 사이트 접속이 신속하게 이루어집니까?,5. 어떤 브라우저를 사용하여 블랙보드를 주로 접속하십니까?,6. 블랙보드 메인 화면의 구성 및 디자인에 만족하십니까?,7. 블랙보드 강의실 내 메뉴는 직관적이라고 생각하십니까?,8. 블랙보드에서 제공되는 정보들은 잘 분류되어 있습니까?,"9. 블랙보드 내 글자 크기(메뉴 텍스트, 본문, 코스 정보 등)는 적정합니까?",10. 블랙보드 내에서 가장 선호하는 온라인수업(비대면) 운영 방식은 무엇입니까?,11. 귀하가 생각하는 가장 효과적인 블랙보드 내 학습활동은 무엇입니까?,12. 블랙보드 내 학습의 한계는 무엇이라고 생각하십니까?,13. 블랙보드 내 수강 환경의 한계는 무엇이라고 생각하십니까?,14. 블랙보드 영상 출석콘텐츠 수업 방식에 대해 전반적으로 만족합니까?,15. 블랙보드 영상 출석콘텐츠 수업 방식의 한계는 무엇이라고 생각하십니까? (복수응답 가능),"16. 실시간 화상강의(Zoom, Collaborate) 수업 방식에 대해 전반적으로 만족합니까?","17. 실시간 화상강의(Zoom, Collaborate)를 활용한 온라인수업의 한계는 무엇이라고 생각하십니까? (복수응답 가능)",18. 블랙보드 내에서 가장 선호하는 소통 방식을 선택하여 주십시오. ,19. 블랙보드 기능에 전반적으로 만족하십니까?,20. 블랙보드 기능은 전반적으로 사용하기 쉽습니까?,"21. 블랙보드 이용 시 오류를 겪었다면, 어떤 유형의 오류였는지 표기해주십시오. (복수응답 가능)",22. 블랙보드 홈페이지는 LMS를 사용하는데 필요한 정보를 손쉽게 찾고 관련 안내를 신속하게 전달할 수 있도록 구성되었습니다. 이 구성에 만족하십니까? ,23. 모바일 APP Blackboard는 웹에서 이용하는 주요 기능을 모바일 기기에서 이용 가능하도록 구성되었습니다. 모바일 APP 이용에 얼마나 만족하십니까?,24. 모바일 APP 이용 시 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"25. 코스 화면에서는 과거 코스, 현재 수강 중인 코스 목록을 손쉽게 파악할 수 있도록 구성되어 있습니다. 코스 화면 구성에 만족하십니까?",26. 코스 화면에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,27. 코스 홈 접속 후 좌측에 나타나는 코스 메뉴 구성에 만족하십니까?,28. 코스 메뉴 구성에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,29. 코스 메뉴 공지사항 기능에 만족하십니까?,30. 코스 메뉴 공지사항 기능 중 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"31. 영상 출결 콘텐츠(커먼즈, 유튜브, 구글 드라이브) 기능에 만족하십니까? ","32. 영상 출결 콘텐츠(커먼즈, 유튜브, 구글 드라이브) 기능 중 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.","33. 과제 제출 및 피드백 기능(턴잇인, SafeAssign)에 얼마나 만족하십니까?",34. 과제 제출 및 피드백 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"35. 그룹활동(토론, 블로그, 저널) 기능에 만족하십니까?","36. 그룹활동(토론, 블로그, 저널) 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.",37.  영상 출결 콘텐츠  출석 현황 기능에 만족하십니까?,38. 녹화영상 출석 현황에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,39. 시험/락다운브라우저 기능에 만족하십니까?,40. 시험/락다운브라우저 기능 중 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"41. 실시간 강의 도구(ZOOM, Collaborate) 기능에 만족하십니까? ","42. 실시간 강의 도구(ZOOM, Collaborate) 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.",43. 성적 기능에 얼마나 만족하십니까?,44. 성적 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,45. 학습관리시스템(LMS) 블랙보드와 관련하여 개선되었으면 하는 사항 및 기타 하고 싶으신 말씀에 대해 작성해주십시오.,46. 차세대 학습관리시스템(LMS)를 도입하는 것에 대해 어떻게 생각하십니까? ,47. 차세대 학습관리시스템(LMS)을 도입을 희망하지 않는 이유에 대해 작성하여 주십시오.,48. 차세대 학습관리시스템(LMS)을 도입을 희망하는 이유에 대해 작성하여 주십시오.,"49. 차세대 학습관리시스템(LMS)을 도입하게 된다면, 반드시 유지해야 하는 기능에 대해 작성하여 주십시오.","50. 차세대 학습관리시스템(LMS)을 도입하게 된다면, 새롭게 도입되길 희망하는 기능에 대해 작성하여 주십시오."
2022/10/24 4:28:40 PM GMT+9,Y46678jh,공과대학 산업경영공학부,3학년,여,4,하루에 3회 이상,저녁 (18:00-24:00),4,크롬(Chrome),3,2,4,4,외부 URL 또는 YOUTUBE 제공,영상 출석콘텐츠 외 자료 제공,내용 이해를 돕는 학습 활동의 부족,온라인수업 시 집중 저하,불만족,영상 화질이 선명하지 않음;수업 내용 이해 어려움;영상 분량이 부족하거나 많음;상호작용 불가로 인한 질의응답 어려움,불만족,음향이 작거나 울림;영상 화질이 선명하지 않음;수업 내용 이해의 어려움,없음,4,2,"실시간 화상강의(Zoom, Collaborate) 참여;SSO 통합 로그인;과제 업로드;시험 응시 및 접속",2,2,자동로그인,5,자유롭게 배열가능,3,,4,,4,,4,,3,,4,접속기록 열람가능,4,락다운 안튕겻으면 좋겠어요,4,,4,,,상관없음,,,,
2022/10/24 5:10:08 PM GMT+9,E9428oos,생명과학대학 생명과학과,석사과정,여,5,1주에 3회 정도,오후1 (12:00-15:00),4,Mac용 사파리,4,4,5,5,녹화영상(영상 출석콘텐츠),영상 출석콘텐츠 외 자료 제공,없음,블랙보드 기능 사용의 어려움,만족,영상 화질이 선명하지 않음;재생 오류로 인한 끊김;출석 반영 오류,만족,음향이 작거나 울림;접속 오류로 인한 수업 끊김,과제·퀴즈 피드백,4,4,강의 동영상 재생;출석 반영 오류,4,3,모바일 app에서는 collaborate 메뉴의 recording 파일 재생이 어렵다.,4,,4,,5,,4,,4,,4,,4,,4,,4,collaborate 기능에서 공유 PPT 화면과 교수님 화면을 동시에 볼 수 있었으면 합니다. 화면크기 자유롭게 조절할 수 있었으면 합니다.,4,,,현재 학습관리시스템(LMS) 블랙보드 유지,,,,
2022/10/24 5:16:21 PM GMT+9,S5093hlg,사범대학 역사교육과,3학년,여,3,하루에 3회 이상,오후2 (15:00-18:00),4,크롬(Chrome),4,2,3,4,실시간 화상강의(Zoom),영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,네트워크 불안정으로 접속 끊김 현상,보통,영상 분량이 부족하거나 많음;출석 반영 오류,보통,영상 화질이 선명하지 않음;접속 오류로 인한 수업 끊김,토론방,4,3,"강의 동영상 재생;실시간 화상강의(Zoom, Collaborate) 참여",3,3,,3,코스별 학습현황과 과제 알림 등 업데이트가 직관적으로 보이면 좋겠다.,3,"스트림 기능 개선을 원합니다. 과제를 제출하지 않았는데, 일정 기간이 되면 스트림에서 사라집니다. ",4,,4,,4,코스로 들어가지 않아도 곧바로 학습현황과 과제 제출 여부를 확인하고 싶습니다. ,4,,4,,4,,4,"오디오가 끊기는 경우가 발생하는데, 이를 해결할 방법을 공지해주시면 좋겠습니다. ",4,,,상관없음,,,,
2022/10/24 6:21:42 PM GMT+9,O5659w8w,일반대학원 전기전자공학과,석사과정,남,4,1주에 3회 정도,오전 (6:00-12:00),4,크롬(Chrome),4,4,3,3,실시간 화상강의(Zoom),영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,안정적인 수업 수강 장소 부재,매우 만족,음향이 작거나 울림;영상 화질이 선명하지 않음,매우 만족,접속 오류로 인한 수업 끊김;수업 내용 이해의 어려움,메시지,4,3,"강의 동영상 재생;실시간 화상강의(Zoom, Collaborate) 참여",4,3,웹페이지 형식이 아닌 앱형태로 개발되었으면 합니다. 로그인이 번거롭습니다.,4,시인성이 개선되었으면 합니다.,3,시인성이 개선되었으면 합니다.,4,시인성이 개선되었으면 합니다.,4,시인성이 개선되었으면 합니다.,3,시인성이 개선되었으면 합니다.,4,시인성이 개선되었으면 합니다.,4,시인성이 개선되었으면 합니다.,3,시인성이 개선되었으면 합니다.,3,시인성이 개선되었으면 합니다.,5,시인성이 개선되었으면 합니다.,포털 메인화면에서 블랙보드로 바로가는 아이콘이 필요합니다.,차세대 학습관리시스템(LMS) 도입 희망,,개선된 형태의 학습관리시스템임,기존의 블랙보드 기능,전용앱으로 구동되었으면 합니다.
2022/10/24 7:03:29 PM GMT+9,K7051qkx,공과대학 화공생명공학과,2학년,여,5,1주에 3회 정도,저녁 (18:00-24:00),5,기타,5,5,5,5,녹화영상(영상 출석콘텐츠),과제,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,매우 만족,영상 화질이 선명하지 않음,매우 만족,접속 오류로 인한 수업 끊김,과제·퀴즈 피드백,5,5,"실시간 화상강의(Zoom, Collaborate) 참여;시험 응시 및 접속",5,2,"모바일 APP은 알림이 상대적으로 느린 경우가 많았습니다. 그래서 잘 사용하지 않고 오히려, 인터넷으로 블랙보드에 직접 들어가는게 나았습니다. 또 UI가 직관적이지 않고 살짝 구식입니다. 인터넷 버전보다 구성이 살짝 불편합니다.",5,"코스 순서 배열을 원하는 대로 하고 싶습니다. 코스 보여주기 방식이 현재 타일(강의명+풍경사진), 긴 네모(?) 형식인데, 그냥 일반적인 정사각 타일(강의명만) 형식이 있으면 좋겠습니다. 공지사항이나 자료가 업로드가 되면 코스 타일에 빨간 점이나 우측 상단 숫자배지가 있으면 좋겠습니다.",5,과제 제출 창과 시험 창을 따로 했으면 좋겠습니다. ,5,없습니다. 하지만 메일로 전달이 매우 늦게 될때가 많습니다. ,5,없습니다.,5,없습니다.,3,사용해본적없습니다.,5,영상 출석 현황 도표가 생각보다 한눈에 들어오지 않습니다. 좀더 직관적인 디자인이 되었으면 합니다.,5,시계가 안보여서 너무 아쉽습니다.,5,없습니다,5,"내가 잘하고 있습니까? 탭이, 같은 강의에 수강하고 있는 학생들의 점수 평균과 현황을 알 수 있어서 매우 만족스럽습니다. 하지만 이 탭이 공지사항에 뜨지 않는 이상 들어갈 방법이 앖어서 아쉽습니다.",없습니다.,현재 학습관리시스템(LMS) 블랙보드 유지,"이미 무크 강의와 같이 다양한 대학 온라인 수업 플랫폼이 있는데, 새롭게 만들 이유가 없어 보입니다. 블랙보드는 학습자와 교수의 학습을 관리하는 기능이 주요 기능이라 생각합니다. 수업과 자료 등을 외부인에게 공개하는 플랫폼과 합치는 것은 적절하지 않아보입니다.",,,
2022/10/24 8:21:29 PM GMT+9,P6667kdz,정경대학 정치외교학과,4학년,여,2,하루에 3회 이상,오후1 (12:00-15:00),3,크롬(Chrome),2,2,3,3,녹화영상(영상 출석콘텐츠),과제,실시간 화상강의 수업의 질,시스템 불안정,보통,출석 반영 오류,불만족,음향이 작거나 울림;영상 화질이 선명하지 않음;접속 오류로 인한 수업 끊김;출석 반영 오류,없음,2,3,SSO 통합 로그인;코스 화면 접속;과제 업로드,3,2,접속 오류 개선 갑자기 영어로 바뀜 개선,2,,4,,4,,2,,3,,2,,3,,3,,2,,3,,"직접 새로고침하지 않으면 공지사항이나 내활동이 안 뜨는 경우 잦음
알림 늦게 오는 경우 있음
업데이트하기 전후로 접속오류 가끔 있음
갑자기 언어가 변경됨",현재 학습관리시스템(LMS) 블랙보드 유지,,,,
2022/10/24 11:05:57 PM GMT+9,M6845ekl,일반대학원 컴퓨터정보학과 ICT융합전공,박사과정,남,4,하루에 3회 이상,오후1 (12:00-15:00),3,크롬(Chrome),3,3,3,3,실시간 화상강의(Collaborate),과제,교수-학생·학생-학생 간 의사소통의 부족,블랙보드 기능 사용의 어려움,보통,상호작용 불가로 인한 질의응답 어려움,만족,없음,메시지,3,2,코스 화면 접속,3,3,가끔 로그인 할때마다 접속 오류가 발생,2,관련 없는 이미지보다는 강의 시간 및 장소 등 관련 정보 제시가 더 효율적일 것 같음,2,"접근 단계가 너무 많고 복잡함, 자주 사용하는 기능 또는 메뉴를 즐겨찾기 할 수 있었으면 좋겠음",4,없음,4,콘텐츠 시청 후 출결 현황 결과를 바로 알려주면 좋을 것 같음 (별도로 확인해야 해서 불편함),3,없음,3,없음,2,녹화 영상 시청 후 출석 여부를 바로 확인 가능하였으면 좋겠음,3,없음,4,실시간 투표와 같은 좋은 소통 기능이 있었으면 좋겠음 (사내 메신저 처럼 교내 메신저 기능도 검토 해주세요),3,없음,"다양하고 유용한 기능들이 많은데 홍보와 소개, 안내가 구체적으로 자주 필요할 것 같습니다.",차세대 학습관리시스템(LMS) 도입 희망,,"다양한 연령대, 사회 계층과 소통함으로써 더 좋은 컨텐츠 발굴 가능","소통과 대화, 건의와 추천, 안내와 홍보가 꼭 필요할 것 같습니다.","서로 소통할 수 있는 창구 필요, 건의와 공지 사항, 적극적인 홍보 기능"
2022/10/24 11:10:43 PM GMT+9,J1902ded,문과대학 한국사학과,2학년,여,2,하루에 한 번,오후1 (12:00-15:00),3,Mac용 사파리,2,4,3,4,온라인수업(비대면)을 선호하지 않음,영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,불만족,출석 반영 오류,만족,영상 화질이 선명하지 않음;접속 오류로 인한 수업 끊김,없음,2,3,SSO 통합 로그인,3,1,#NAME?,2,#NAME?,4,#NAME?,2,#NAME?,3,,4,,3,,3,,4,,4,#NAME?,2,#NAME?,#NAME?,현재 학습관리시스템(LMS) 블랙보드 유지,말 그대로 재학생을 대상으로 학습 관리하는 시스템이라고 생각하기 때문에 외부인을 대상으로 하는 것과는 구분하여 관리할 필요가 있다고 생각합니다. 학습자원들을 외부에 공개하고자 하면 LMS와는 구분되는 다른 시스템을 만들면 될 것이라고 생각합니다.,,,
2022/10/25 12:35:14 AM GMT+9,E7718ane,생명과학대학 생명과학부,1학년,여,4,하루에 한 번,저녁 (18:00-24:00),4,Mac용 사파리,4,4,4,4,실시간 화상강의(Collaborate),퀴즈/시험,내용 이해를 돕는 학습 활동의 부족,네트워크 불안정으로 접속 끊김 현상,불만족,출석 반영 오류,만족,접속 오류로 인한 수업 끊김,과제·퀴즈 피드백,4,4,"실시간 화상강의(Zoom, Collaborate) 참여",4,2,"갤럭시도 앱 이용할 수 있으면 좋겠다, 코스 화면에 현재 학기가 나오면 좋겠다.",4,코스 화면에 현재 학기가 나오면 좋겠다.,4,,4,읽지 않은 공지와 읽은 공지를 구분할 수 있으면 좋겠다.,3,,4,,3,,4,,3,,4,,4,,,현재 학습관리시스템(LMS) 블랙보드 유지,학교 소속이 아닌 외부인 접근,,,
2022/10/25 12:36:31 AM GMT+9,A79947sq,생명과학대학 식품자원경제학과,4학년,여,4,하루에 한 번,저녁 (18:00-24:00),5,크롬(Chrome),4,4,4,4,온라인수업(비대면)을 선호하지 않음,과제,교수-학생·학생-학생 간 의사소통의 부족,안정적인 수업 수강 장소 부재,보통,수업 내용 이해 어려움;상호작용 불가로 인한 질의응답 어려움,보통,접속 오류로 인한 수업 끊김;수업 내용 이해의 어려움,메시지,4,5,없음,3,2,"가끔 아이패드로 어플에 접속하면 SSO 로그인이 되지 않는 경우가 있다. 또, 강의 섹션에서 현재 수강하고 있는 강의를 찾으려면 스크롤을 한참 내려서 이전에 들었던 과목들을 다 지나 찾아야 하는 것이 불편하다. 웹에서는 안 그러는데 앱에서는 그렇다. ",3,"코스에 들어가는 자연 풍경 사진 대신 그 코스를 더 잘 보여줄 수 있는 화면이 나왔으면 좋겠다. 자연풍경 사진 위에 흰 글씨로 코스 명을 적는다던지, 기타의 방법으로 한 눈에 그 과목을 알아볼 수 있게 되면 좋겠다. ",4,"어떤 교수님들은 필요 없는 코스 메뉴를 띄워놓기도 하는데, 가끔 헷갈린다. 교수자들에게 더 확실하게 기능을 설명해주었으면 좋겠다. 또, 학생들이 가장 많이 사용하는 순대로 공지사항, 강의자료, 과제 및 시험, 그 외 항목들 순으로 순서가 바뀌면 편할 것 같다.",5,공지사항에 교수자가 공지를 입력하면 현재 이메일로 알람이 오는 시스템이다. 이를 핸드폰 알람으로 바꾸면 훨씬 확인하기 수월할 것이다. 그런 기능도 추가되었으면 좋겠다. ,4,가끔 출결이 오류가 나는 경우가 있어서 교수와 학생 모두 불편을 겪고 있다. 오류를 없애야 한다. 프로그램에서 오류가 나면 조교님과 교수님을 찾아봬 설명 드리기가 번거롭다.,5,과제 제출은 확실히 편하다. 과제 제출 전에 이 과제는 몇 번 제출할 수 있는 과제인지 더 큰 글씨로 보여줬으면 좋겠다. ,3,"같은 조원들 이메일을 알 수 있어 편하다. 그런데, 블로그 기능은 사실상 이용이 거의 되고 있지 않다. 요즘 카카오톡으로 많이 소통을 하는데, 카카오톡이나 Slack처럼 실시간으로 채팅할 수 있는 기능이 있으면 좋겠다.",4,딱히 없다. 학습 인정 시간과 스스로 학습한 시간이 나와서 깔끔하고 좋다.,4,락다운 브라우저를 이용하면서 줌을 통해 동시에 자신의 모습을 송출하라고 요구하는 교수들이 있다. 이런 경우 둘 다 켜두는 방법이 헷갈려서 힘들었다. 락다운 브라우저 내에 줌처럼 본인의 모습을 내보낼 수 있는 기능이 있으면 좋겠다.,4,"줌보다 콜라보레이트에서 자주 연결이 끊겼다. 왜 그런 건지 잘 모르겠고, 개선이 꼭 필요하다. ",5,"성적 현황이 눈에 잘 들어와서 좋다. 각 강의 별로 시험과 과제의 반영 비율이 다 다른데, 모아서 총점까지 계산된 페이지가 있으면 편하겠다.","블랙보드가 점점 편해지고 있지만, 여전히 온라인 수업보다는 오프라인 수업에서 더 많이 배운다. 이 간격을 메울 수 있도록 온라인 학습의 효과성을 증진해주었으면 좋겠다. ",상관없음,,,,
2022/10/25 1:26:18 AM GMT+9,A6663gly,문과대학 철학과,2학년,여,4,하루에 3회 이상,오후1 (12:00-15:00),2,기타,5,4,4,5,실시간 화상강의(Zoom),과제,교수-학생·학생-학생 간 의사소통의 부족,없음,매우 만족,출석 반영 오류,매우 만족,없음,과제·퀴즈 피드백,4,5,코스 화면 접속;과제 업로드;시험 응시 및 접속,4,1,코스화면이 자꾸 1학년 1학기부터 순차적으로 먼저 나와서 현재 수강 중인 강의 목록을 찾아 들어가기까지 너무 오래 걸립니다.,5,"웹은 괜찮은데, 모바일은 위에 기재한 문제 때문에 매우 불편해요.",4,딱히 없습니다.,5,딱히 없습니다.,5,딱히 없습니다.,5,딱히 없습니다.,4,글 작성과 댓글 작성이 혼동됨.,5,딱히 없습니다.,5,딱히 없습니다.,5,학교 계정으로 로그인해도 다른 가상화면 등록해서 쓸 수 있었으면 좋겠어요.,5,딱히 없습니다.,모바일 환경 개선이 필요해보입니다.,현재 학습관리시스템(LMS) 블랙보드 유지,지금도 충분히 편합니다.,,,
2022/10/25 1:31:52 AM GMT+9,O4644sdu,경영대학 경영학과,3학년,여,4,하루에 3회 이상,오전 (6:00-12:00),5,크롬(Chrome),4,4,3,2,온라인수업(비대면)을 선호하지 않음,영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,안정적인 수업 수강 장소 부재,만족,수업 내용 이해 어려움;영상 분량이 부족하거나 많음;상호작용 불가로 인한 질의응답 어려움;출석 반영 오류,보통,접속 오류로 인한 수업 끊김;수업 내용 이해의 어려움,없음,4,5,"실시간 화상강의(Zoom, Collaborate) 참여",2,2,인터페이스가 별로임,4,피드 업데이트가 느림,4,,4,알림이 안오는 경우 있음.,3,,4,,2,활용도 낮음,2,배속 재생에도 정상 출석 인정,2,너무 느림,2,콜라보레잇은 진짜 안쓰면 좋겠음. 최악.,3,한 눈에 안들어옴,,상관없음,,,,
2022/10/25 2:24:31 AM GMT+9,J3707stx,고려대학 신소재공학부,2학년,여,3,하루에 3회 이상,오전 (6:00-12:00),4,크롬(Chrome),4,4,4,4,외부 URL 또는 YOUTUBE 제공,퀴즈/시험,교수-학생·학생-학생 간 의사소통의 부족,없음,만족,상호작용 불가로 인한 질의응답 어려움,만족,영상 화질이 선명하지 않음;접속 오류로 인한 수업 끊김,과제·퀴즈 피드백,4,4,없음,4,1,가장 최근의 공지사항 등을 확인하지 못한다. 심지어 알림이 와서 들어가면 정작 앱에서는 확인이 불가하다. (새로고침을 여러번 해도),3,처음 들어가면 '현재'코스로 들어가게 되는데 이게 이번 학기에 듣는 과목들이 아니라 다른 과목들이 들어가 있다. 그래서 순서나 처음 들어갈 때 나오는 것을 자유로이 배열할 수 있으면 좋겠다,4,없음,4,,4,,4,,3,,4,,4,,4,,5,,,현재 학습관리시스템(LMS) 블랙보드 유지,,,,
2022/10/25 9:44:14 AM GMT+9,M4762nkv,사범대학 지리교육과 ,3학년,여,5,하루에 한 번,오전 (6:00-12:00),4,크롬(Chrome),5,5,5,5,녹화영상(영상 출석콘텐츠),과제,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,매우 만족,상호작용 불가로 인한 질의응답 어려움;출석 반영 오류,만족,음향이 작거나 울림;접속 오류로 인한 수업 끊김,과제·퀴즈 피드백,5,5,"실시간 화상강의(Zoom, Collaborate) 참여;출석 반영 오류;과제 업로드",4,5,,4,,5,,5,,5,,5,,5,,5,,4,,5,,5,,,현재 학습관리시스템(LMS) 블랙보드 유지,,,,
2022/10/25 10:40:31 AM GMT+9,G1175rai,일반대학원 교육학과 교육행정/고등교육 전공,박사과정,남,4,1주에 3회 정도,저녁 (18:00-24:00),4,크롬(Chrome),4,3,4,4,실시간 화상강의(Zoom),과제,실시간 화상강의 수업의 질,온라인수업 시 집중 저하,매우 만족,출석 반영 오류,매우 만족,없음,토론방,4,4,출석 반영 오류,3,4,,3,대체로 만족합니다^^,4,,4,,4,,3,,4,,4,,4,,5,,3,,전반적으로 만족합니다. 다만 교수님들께서 블랙보드를 적극적으로 활용하지 않으시는 경우에는 블랙보드와 별개로 이메일이나 다른 플랫폼을 이용해야 하는 경우도 있어 다소 번거로움이 발생하기도 합니다.,현재 학습관리시스템(LMS) 블랙보드 유지,적응하는데 시간이 오래걸림,,,
2022/10/25 10:46:27 AM GMT+9,P8197oxd, 생명과학대학 식품자원경제학과,3학년,여,5,하루에 한 번,오전 (6:00-12:00),5,크롬(Chrome),5,4,4,4,실시간 화상강의(Collaborate),과제,실시간 화상강의 수업의 질,네트워크 불안정으로 접속 끊김 현상,만족,음향이 작거나 울림;영상 화질이 선명하지 않음,만족,음향이 작거나 울림;영상 화질이 선명하지 않음;접속 오류로 인한 수업 끊김,메시지,4,4,없음,4,3,모바일 App 설치와 이용 방법 안내,4,,4,,4,,4,,4,,4,,2,,4,,4,,4,,,상관없음,,,,
2022/10/25 11:44:31 AM GMT+9,A5187jye,정보대학 컴퓨터학과,1학년,남,5,하루에 3회 이상,오전 (6:00-12:00),5,엣지(Edge),5,5,5,5,온라인수업(비대면)을 선호하지 않음,과제,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,보통,상호작용 불가로 인한 질의응답 어려움,보통,수업 내용 이해의 어려움,없음,5,5,없음,5,2,"자동로그인 미지원으로 인해, 매번 들어갈때마다 아이디 비번을 일일히 쳐야 한다. 심지어 웹로그인으로만 가능하기 때문에 웹에 들어가서 해야 한다. 근데 블보 내부에서 웹을 연 것이라서 아이디 비번이 데스크탑 환경과 달리 자동기록조차 되지 않는다. 연초에는 자동로그인을 지원했는데 언제부턴가 막혔다. ios상의 문제만은 아닌 듯 하다.",4,"평면적 구조로 인해 내가 원하는 특정 과목을 찾는데 바로 찾지 못하고 시간이 소요된다. 
 차라리 리스트형 UI대신에 폴더형 UI를 쓰면 어떨까 싶으며, 순서 배열이라고 가능하면 좀 나을 것 같다.
제목 색깔을 지정할 수 있어도 좋을것 같다. 그리고 안타깝겠지만 과목마다 그림이 하나씩 배정되는게 블랙보드의 특징인데, 그건 미관상 좋을 뿐이지. 내가 원하는 과목 찾는데엔 오히려 방해다. 인지적으로 평면적 인식을 부추길 뿐이기 때문이다.
",5,"토론실 기능은 쓸모가 없다. 보지도 않을 뿐더러, 익명도 아니기 때문에 쓰지 않게된다. 그냥 복잡하지 않게 교수자가 필요치 않으면 그 칸 자체를 삭제가능하게 하는게 나을것 같다.",5,없다,4,"개선가능점 없음. 다만, 유튜브로 올리고 질문을 내는 등의 수업구조는 없애야한다. 아니면 질문을 어렵게 만들던가, 아니면 모아놓고 시험을 보던가. 대표적으로는 이번학기 전교생 필수과목인 정보적 사고가 있다. 영상 조회수만 봐도 알 수 있다.",4,없다.,2,개선 바라는 점 없음. (28번 답변 참고),4,없다.,3,"사용해본 적 없음.
온라인 시험은 어떤 방식으로든 누구나 아주 손쉽게 부정행위가 가능하므로, 하지 않는게 바람직하다. 이전에 하나스퀘어에서 단체로 시험을 보며 답을 공유하는 학생들을 본 바가 있다.
따라서 시행되지 않는 것을 요망.",5,없다. 콜라보레이트는 아주 잘 만든 기능같다.,5,없다.,지금으로도 전반적으로 만족스럽다. 원하는 개선점은 이미 다 적었다.,상관없음,,,,
2022/10/25 1:07:53 PM GMT+9,S1488k0k,보건과학대학 보건환경융합과학부,3학년,남,4,1주에 3회 정도,오후2 (15:00-18:00),4,크롬(Chrome),4,4,4,3,실시간 화상강의(Zoom),과제,실시간 화상강의 수업의 질,시스템 불안정,만족,음향이 작거나 울림;상호작용 불가로 인한 질의응답 어려움,보통,접속 오류로 인한 수업 끊김,메시지,3,4,"실시간 화상강의(Zoom, Collaborate) 참여;출석 반영 오류",5,3,코스 스트림 업데이트가 빠르게 되길 바랍니다.,3,코스 학습현황 파악이떴으면 좋겠음,3,성적 한눈에 보기,4,미리보기 기능 추가,4,접근성이 떨어짐,4,과제 제출 화면 메뉴 헷갈림,4,질의응답 기능 확인 불편,4,시간까지 표시되길 원함,3,네트워크 상태 확인 불가,4,이정도면 괜찮음,3,상대적 성적 분포 확인 가능 기능,모바일 앱에서 활동스트림 빠른 업데이트와 아이패드에서 자동로그인 기능 확실히 되길 원함,차세대 학습관리시스템(LMS) 도입 희망,,불편함점들이 모두 개선가능한 수준인듯함,코스 목록 정렬 및 활동스트림 업데이트 및 알림,성적의 상대적 위치 빠르게 파악
